שם יישוב,שם יישוב,סמל,תעתיק,מחוז,נפה,אזור טבעי,מעמד מונציפאלי,שיוך מטרופוליני,דת יישוב,סך הכל אוכלוסייה 2013,יהודים ואחרים,יהודים,ערבים,שנת ייסוד,צורת יישוב שוטפת,השתייכות ארגונית,קואורדינטות,גובה ממוצע,ועדת תכנון,מרחב משטרה,תעתיק פרסומים,שנת עיבוד,שדה לקישור
שדות מיכה,שדות מיכה,27,SEDOT MIKHA                                       ,1,11,112,26,,1,383,0.4,0.4,,1955                ,310,1,1925462543,219,151,7004,Sedot Mikha,2013,
שדי אברהם,שדי אברהם,1223,SEDE AVRAHAM                                      ,6,62,622,38,,1,329,0.3,0.3,,1981                ,310,1,1367156925,86,653,3430,Sede Avraham,2013,
שדי חמד,שדי חמד,2015,SEDE HEMED                                        ,4,42,421,20,142,1,1022,1.0,1.0,,1952                ,310,1,1948167405,35,417,5150,Sede Hemed,2013,
שדי תרומות,שדי תרומות,2057,SEDE TERUMOT                                      ,2,23,231,7,,1,420,0.4,0.4,,1951                ,310,2,2459370515,-133,202,1430,Sede Terumot,2013,
שדמה,שדמה,555,SHEDEMA                                           ,4,44,441,32,143,1,593,0.6,0.6,,1954                ,310,10,1756163778,48,456,5230,Shedema,2013,
שדמות דבורה,שדמות דבורה,306,SHADMOT DEVORA                                    ,2,22,222,3,,1,594,0.6,0.6,,1939                ,310,1,2411773355,145,206,1240,Shadmot Devora,2013,
שדמות מחולה,שדמות מחולה,3578,SHADMOT MEHOLA                                    ,7,75,,75,,1,540,0.5,0.5,,1979                ,320,2,2506969451,-195,712,4164,Shadmot Mehola,2013,
שדרות,שדרות,1031,SEDEROT                                           ,6,61,614,0,,1,21881,21.8,20.6,,1951                ,160,,1615260411,89,611,3840,Sederot,2013,
שואבה,שואבה,741,SHO'EVA                                           ,1,11,111,26,444,1,609,0.6,0.6,,1950                ,310,10,2074863395,618,151,7004,Sho'eva,2013,
שובה,שובה,761,SHUVA                                             ,6,62,621,39,,1,544,0.5,0.5,,1950                ,310,2,1566859574,107,653,3482,Shuva,2013,
שובל,שובל,394,SHOVAL                                            ,6,62,621,41,341,1,634,0.6,0.6,,1946                ,330,15,1756759141,207,625,3485,Shoval,2013,
שוהם,שוהם,1304,SHOHAM                                            ,4,43,432,99,142,1,19631,19.6,19.5,,1993                ,170,,1949165610,96,421,5160,Shoham,2013,
שומרה,שומרה,614,SHOMERA                                           ,2,24,244,52,,1,327,0.3,0.3,,1949                ,310,1,2268577644,548,255,1350,Shomera,2013,
שומרייה,שומרייה,1265,SHOMERIYYA                                        ,6,61,612,41,341,1,590,0.6,0.6,,1984                ,330,15,1889659340,380,625,3481,Shomeriyya,2013,
שוקדה,שוקדה,415,SHOQEDA                                           ,6,62,621,39,,1,292,0.3,0.3,,1957                ,310,2,1548259242,76,653,3482,Shoqeda,2013,
שורש,שורש,456,SHORESH                                           ,1,11,111,26,444,1,823,0.8,0.8,,1948                ,320,6,2062863383,680,151,7004,Shoresh,2013,
שורשים,שורשים,1235,SHORASHIM                                         ,2,24,242,56,241,1,431,0.4,0.4,,1985                ,320,1,2245475533,134,205,1360,Shorashim,2013,
שושנת העמקים,שושנת העמקים,224,SHOSHANNAT HAAMAQIM                               ,4,41,411,16,141,1,539,0.5,0.5,,1951                ,350,,1867569563,19,409,5120,Shoshannat HaAmaqim,2013,
שזור,שזור,527,SHEZOR                                            ,2,24,242,2,,1,315,0.3,0.3,,1953                ,310,1,2333275981,280,209,1310,Shezor,2013,
שחר,שחר,7,SHAHAR                                            ,6,61,612,50,,1,800,0.8,0.8,,1955                ,310,1,1739861424,100,634,3820,Shahar,2013,
שחרות,שחרות,1266,SHAHARUT                                          ,6,62,627,53,,1,111,0.1,0.1,,1985                ,370,13,1996242397,537,608,3460,Shaharut,2013,
שיבולים,שיבולים,865,SHIBBOLIM                                         ,6,62,621,39,,1,330,0.3,0.3,,1952                ,310,2,1626858946,128,653,3482,Shibbolim,2013,
שיטים,שיטים,1267,SHITTIM                                           ,6,62,627,53,,,,,,,,510,,2013145398,286,608,3460,Shittim,2013,
שייח' דנון,שייח' דנון,658,SHEIKH DANNUN                                     ,2,24,243,4,,2,2637,,,2.6,,290,,2141776648,84,201,1350,Sheikh Dannun,2013,
שילה,שילה,3641,SHILO                                             ,7,74,,73,,1,2948,2.9,2.9,,1979                ,190,,2285266211,719,711,4354,Shilo,2013,
שילת,שילת,1165,SHILAT                                            ,4,43,431,25,142,1,624,0.6,0.6,,1977                ,310,6,2020064728,265,424,5290,Shilat,2013,
שכניה,שכניה,1160,SHEKHANYA                                         ,2,24,241,56,241,1,738,0.7,0.7,,1980                ,370,10,2234375043,444,205,1360,Shekhanya,2013,
שלווה,שלווה,873,SHALWA                                            ,6,61,612,34,,1,432,0.4,0.4,,1952                ,310,2,1779360802,164,631,3820,Shalwa,2013,
שלווה במדבר,שלווה במדבר,1373,SHALVA BAMIDBAR                                   ,6,62,626,48,,,,,,,,510,,1746152689,507,620,3450,Shalva Bamidbar                                   ,2013,
שלוחות,שלוחות,439,SHELUHOT                                          ,2,23,231,7,,1,496,0.5,0.5,,1948                ,330,3,2454370851,-116,202,1430,Sheluhot,2013,
שלומי,שלומי,812,SHELOMI                                           ,2,24,245,99,,1,6203,6.1,5.7,,1950                ,180,,2142577563,73,255,1350,Shelomi,2013,
שלומית,שלומית,1364,SHLOMIT                                           ,6,62,622,38,,1,156,0.2,0.2,,2011                ,370,11,1336556434,97,653,3430,Shlomit                                           ,2013,
שלומציון,,1793,,7,75,,75,,,,,,,,520,,2467566743,,712,4164,,,
שמיר,שמיר,366,SHAMIR                                            ,2,21,211,1,,1,901,0.9,0.8,,1944                ,330,15,2619778571,191,253,1210,Shamir,2013,
שמעה,שמעה,3784,SHIM'A                                            ,7,77,,78,,1,404,0.4,0.4,,1985                ,370,11,2012058846,612,715,4352,Shim'a,2013,
שמרת,שמרת,432,SHAMERAT                                          ,2,24,246,4,241,1,418,0.4,0.4,,1948                ,330,15,2091776180,17,201,1330,Shamerat,2013,
שמשית,שמשית,1337,SHIMSHIT                                          ,2,23,237,9,242,1,2657,2.7,2.6,,2000                ,190,,2234173758,222,254,1410,Shimshit,2013,
שני,שני,1287,SHANI                                             ,6,62,623,,,1,446,0.4,0.4,,1989                ,370,11,2066558490,693,699,3481,Shani,2013,
שניר,שניר,1132,SENIR                                             ,2,21,211,1,,1,542,0.5,0.5,,1967                ,330,15,2635679411,308,253,1210,Senir,2013,
שעב,שעב,538,SHA'AB                                            ,2,24,241,99,241,2,6381,,,6.4,,280,,2226375498,51,263,1360,Sha'ab,2013,
שעל,שעל,4009,SHA'AL                                            ,2,29,292,71,,1,222,0.2,0.2,,1976                ,310,9,2674078025,783,219,1270,Sha'al,2013,
שעלבים,שעלבים,856,SHA'ALVIM                                         ,4,43,431,30,143,1,1566,1.6,1.6,,1951                ,330,8,1985764198,190,426,5220,Sha'alvim,2013,
שער אפרים,שער אפרים,661,SHA'AR EFRAYIM                                    ,4,41,412,18,141,1,1656,1.7,1.6,,1953                ,310,1,1999268839,42,412,5150,Sha'ar Efrayim,2013,
שער הגולן,שער הגולן,264,SHA'AR HAGOLAN                                    ,2,22,221,6,,1,567,0.6,0.5,,1937                ,330,15,2569073256,-195,214,1240,Sha'ar HaGolan,2013,
שער העמקים,שער העמקים,237,SHA'AR HAAMAQIM                                   ,3,31,311,12,222,1,669,0.7,0.6,,1935                ,330,15,2108373649,59,301,1160,Sha'ar HaAmaqim,2013,
שער מנשה,שער מנשה,921,SHA'AR MENASHE                                    ,3,32,324,14,,1,341,0.3,0.3,,1949                ,340,,2016170594,38,351,1180,Sha'ar Menashe,2013,
שערי תקווה,שערי תקווה,3720,SHA'ARE TIQWA                                     ,7,73,,72,145,1,5259,5.3,5.2,,1983                ,180,,2026166998,177,710,4164,Sha'are Tiqwa,2013,
שפיים,שפיים,232,SHEFAYIM                                          ,4,41,411,19,141,1,1148,1.1,1.1,,1935                ,330,15,1835968047,41,401,5120,Shefayim,2013,
שפיר,שפיר,692,SHAFIR                                            ,6,61,611,34,,1,804,0.8,0.8,,1949                ,310,2,1743562283,58,631,3830,Shafir,2013,
"שפלת יהודה מ""א 26",,1803,,1,11,112,26,,,,,,,,530,,1939062680,,,,,,
"שפלת יהודה של""ש",,1804,,1,11,112,,,,,,,,,530,,,,,,,,
שפר,שפר,846,SHEFER                                            ,2,21,212,2,,1,348,0.3,0.3,,1950                ,310,1,2411276098,591,209,1230,Shefer,2013,
שפרעם,שפרעם,8800,SHEFAR'AM                                         ,2,24,241,0,241,2,38717,,,38.6,,260,,2163974570,137,261,1340,Shefar'am,2013,
שקד,שקד,3649,SHAQED                                            ,7,71,,72,,1,744,0.7,0.7,,1981                ,370,9,2160970887,405,710,4164,Shaqed,2013,
שקף,שקף,1233,SHEQEF                                            ,6,61,612,50,,1,429,0.4,0.4,,1982                ,310,9,1939560256,418,634,3820,Sheqef,2013,
שרונה,שרונה,292,SHARONA                                           ,2,22,222,3,,1,545,0.5,0.5,,1938                ,310,1,2440173687,253,206,1240,Sharona,2013,
שריגים (לי-און),שריגים (לי-און),1114,SARIGIM (LI-ON)                                   ,1,11,112,26,444,1,1021,1.0,1.0,,1960                ,350,,1939062058,308,151,7004,Sarigim (Li-On)                                   ,2013,
שריד,שריד,126,SARID                                             ,2,23,234,9,,1,820,0.8,0.8,,1926                ,330,15,2214672985,88,254,1440,Sarid,2013,
שרשרת,שרשרת,398,SHARSHERET                                        ,6,62,621,39,,1,273,0.3,0.3,,1951                ,310,2,1622559044,142,653,3482,Sharsheret,2013,
שתולה,שתולה,1045,SHETULA                                           ,2,24,244,52,,1,273,0.3,0.3,,1969                ,310,1,2297077667,652,255,1350,Shetula,2013,
שתולים,שתולים,763,SHETULIM                                          ,6,61,611,33,143,1,1895,1.9,1.9,,1950                ,310,1,1701163134,30,616,3830,Shetulim,2013,
תאשור,תאשור,2062,TE'ASHUR                                          ,6,62,621,41,344,1,374,0.4,0.4,,1953                ,310,1,1660658680,141,625,3430,Te'ashur,2013,
תדהר,תדהר,2061,TIDHAR                                            ,6,62,621,41,344,1,417,0.4,0.4,,1953                ,310,1,1647358760,115,625,3430,Tidhar,2013,
תובל,תובל,1172,TUVAL                                             ,2,24,243,56,,1,272,0.3,0.3,,1980                ,330,15,2232875940,528,205,1310,Tuval,2013,
תומר,תומר,3558,TOMER                                             ,7,75,,75,,1,226,0.2,0.2,,1978                ,310,1,2419065821,-243,712,4164,Tomer,2013,
תושייה,תושייה,1083,TUSHIYYA                                          ,6,62,621,39,,1,914,0.9,0.9,,1958                ,350,,1563259362,107,653,3482,Tushiyya,2013,
תימורים,תימורים,163,TIMMORIM                                          ,6,61,611,33,143,1,789,0.8,0.8,,1954                ,320,6,1771962485,77,616,3830,Timmorim,2013,
תירוש,תירוש,10,TIROSH                                            ,1,11,112,26,,1,455,0.5,0.5,,1955                ,310,2,1892862872,149,151,7004,Tirosh,2013,
תל אביב -יפו,תל אביב -יפו,5000,TEL AVIV - YAFO                                   ,5,51,511,0,110,4,418590,401.0,381.9,17.6,1909                ,130,,1802766485,17,507,2120,Tel Aviv - Yafo,2013,
תל חי (מכללה),,1707,,2,21,211,1,,,,,,,,520,,2542979342,,253,1210,,,
תל יוסף,תל יוסף,84,TEL YOSEF                                         ,2,23,232,8,,1,518,0.5,0.5,,1921                ,330,15,2377871801,-10,204,1420,Tel Yosef,2013,
תל יצחק,תל יצחק,287,TEL YIZHAQ                                        ,4,41,411,19,141,1,973,1.0,0.9,,1938                ,330,6,1878268441,30,401,5120,Tel Yizhaq,2013,
תל מונד,תל מונד,154,TEL MOND                                          ,4,41,411,99,141,1,11397,11.4,11.3,,1929                ,170,,1924868443,46,457,5120,Tel Mond,2013,
תל עדשים,תל עדשים,103,TEL ADASHIM                                       ,2,23,234,9,,1,1388,1.4,1.4,,1923                ,310,1,2286472908,98,254,1420,Tel Adashim,2013,
תל קציר,תל קציר,719,TEL QAZIR                                         ,2,22,221,6,,1,327,0.3,0.3,,1949                ,330,15,2582073457,-138,214,1270,Tel Qazir,2013,
תל שבע,תל שבע,1054,TEL SHEVA                                         ,6,62,623,99,342,2,17529,,,17.5,,270,,1866957304,312,653,3481,Tel Sheva,2013,
תל תאומים,תל תאומים,1283,TEL TE'OMIM                                       ,2,23,231,7,,1,454,0.5,0.5,,1987                ,370,2,2468170544,-140,202,1430,Tel Te'omim,2013,
תלם,תלם,3719,TELEM                                             ,7,77,,78,,1,261,0.3,0.3,,1982                ,320,9,2029860803,693,715,4352,Telem,2013,
תלמי אליהו,תלמי אליהו,1051,TALME ELIYYAHU                                    ,6,62,622,38,,1,323,0.3,0.3,,1970                ,310,1,1455757108,136,653,3430,Talme Eliyyahu,2013,
תלמי אלעזר,תלמי אלעזר,2003,TALME EL'AZAR                                     ,3,32,324,14,,1,756,0.8,0.7,,1952                ,310,10,1981270578,27,351,1180,Talme El'azar,2013,
"תלמי ביל""ו","תלמי ביל""ו",2050,TALME BILU                                        ,6,62,621,42,,1,397,0.4,0.4,,1953                ,310,7,1663259413,171,653,3482,Talme Bilu,2013,
תלמי יוסף,תלמי יוסף,1237,TALME YOSEF                                       ,6,62,622,38,,1,286,0.3,0.3,,1982                ,310,10,1391756805,113,653,3430,Talme Yosef,2013,
תלמי יחיאל,תלמי יחיאל,727,TALME YEHI'EL                                     ,6,61,611,33,143,1,888,0.9,0.9,,1949                ,310,1,1776162904,52,616,3830,Talme Yehi'el,2013,
תלמי יפה,תלמי יפה,744,TALME YAFE                                        ,6,61,614,36,,1,739,0.7,0.7,,1950                ,320,6,1633861413,73,633,3840,Talme Yafe,2013,
תלמים,תלמים,814,TELAMIM                                           ,6,61,612,50,,1,874,0.9,0.9,,1950                ,310,1,1689060812,95,634,3820,Telamim,2013,
תמרת,תמרת,1244,TIMRAT                                            ,2,23,237,9,,1,1326,1.3,1.3,,1983                ,370,13,2214073433,240,254,1440,Timrat,2013,
תנובות,תנובות,2002,TENUVOT                                           ,4,41,411,18,141,1,809,0.8,0.8,,1952                ,310,1,1966869020,39,412,5120,Tenuvot,2013,
תעוז,תעוז,752,TA'OZ                                             ,1,11,112,26,444,1,598,0.6,0.6,,1950                ,310,2,1976963427,221,151,7004,Ta'oz,2013,
תעשיון בינימין*,,1744,,4,42,421,20,142,,,,,,,520,,1957967601,,417,5140,,,
תעשיון השרון,,1741,,4,41,411,18,141,,,,,,2005,520,,1927668691,,412,5120,,,
תעשיון חבל יבנה,,1750,,4,44,441,29,143,,,,,,,520,,1690063621,,456,3870,,,
תעשיון חצב*,,1742,,4,42,421,20,142,,,,,,2005,520,,1955766429,,417,5160,,,
תעשיון מבצע*,,1754,,6,61,611,33,143,,,,,,,520,,1768263114,,616,3830,,,
תעשיון מיתרים,,1794,,7,77,,78,,,,,,,2006,520,,1507058700,,715,3430,,,
תעשיון צריפין,,1749,,4,43,432,40,133,,,,,,,520,,1862465229,,425,5220,,,
תעשיון ראם*,,1755,,6,61,611,35,,,,,,,2004,520,,1799362953,,616,3830,,,
"תעשיון שח""ק",,1792,,7,71,,72,,,,,,,,520,,2170070886,,710,4164,,,
תעשיות גליל תחתון,,1714,,2,22,221,3,,,,,,,,520,,2437174348,,206,1240,,,
תפרח,תפרח,709,TIFRAH                                            ,6,62,622,42,344,1,2076,2.1,2.1,,1949                ,191,,1693658163,162,653,3430,Tifrah,2013,
